video_timestamp,system_timestamp,frame_number,nose_y,nose_x,nose_confidence,left_eye_y,left_eye_x,left_eye_confidence,right_eye_y,right_eye_x,right_eye_confidence,left_ear_y,left_ear_x,left_ear_confidence,right_ear_y,right_ear_x,right_ear_confidence,left_shoulder_y,left_shoulder_x,left_shoulder_confidence,right_shoulder_y,right_shoulder_x,right_shoulder_confidence,left_elbow_y,left_elbow_x,left_elbow_confidence,right_elbow_y,right_elbow_x,right_elbow_confidence,left_wrist_y,left_wrist_x,left_wrist_confidence,right_wrist_y,right_wrist_x,right_wrist_confidence,left_hip_y,left_hip_x,left_hip_confidence,right_hip_y,right_hip_x,right_hip_confidence,left_knee_y,left_knee_x,left_knee_confidence,right_knee_y,right_knee_x,right_knee_confidence,left_ankle_y,left_ankle_x,left_ankle_confidence,right_ankle_y,right_ankle_x,right_ankle_confidence
0.0,2025-06-29T14:22:17.276953,0,144.75694,167.0459,0.5793289,137.2388,170.8985,0.6424679,138.13304,163.61963,0.43686908,136.82426,175.17155,0.5436831,140.08197,159.1207,0.5832813,162.58186,185.62294,0.6891866,171.0969,153.7573,0.5021391,191.3549,196.45317,0.43237346,205.75519,149.78221,0.48722455,222.64587,203.5362,0.51305646,241.4798,146.65395,0.5400406,248.97858,186.81264,0.5719659,250.2188,164.03342,0.37364593,310.26373,186.34651,0.4531705,308.84564,167.99615,0.42262405,363.8773,185.44673,0.3864581,364.32147,170.92708,0.43999162
0.03333333333333333,2025-06-29T14:22:17.665906,1,141.51743,166.6767,0.47694033,135.2121,169.98323,0.62670785,135.5127,162.98196,0.4925182,133.85753,175.06625,0.5103212,136.99008,158.77446,0.5102458,161.13293,185.34563,0.6608837,168.08203,153.50128,0.67713434,190.91743,197.73586,0.49847716,197.07666,149.2047,0.4772875,218.28323,201.67847,0.41678566,241.67076,145.03761,0.50486827,247.68614,186.40504,0.5935649,249.23633,163.4634,0.57921505,306.19904,186.44121,0.54709613,303.05563,163.96501,0.42282516,367.87408,188.20108,0.44762236,366.24744,169.79657,0.3952373
0.06666666666666667,2025-06-29T14:22:17.680104,2,139.29381,167.97711,0.66317064,133.23317,171.05292,0.5733033,133.92036,164.429,0.41301772,132.3196,175.5095,0.43801004,134.77354,159.82138,0.4792231,160.21967,185.13293,0.5383504,164.20584,154.0848,0.6400974,189.79247,195.9763,0.5526379,194.10913,145.85599,0.47755995,222.10478,203.87132,0.44483274,236.32674,141.57506,0.39158487,243.0267,186.36989,0.56921655,244.3497,163.52823,0.59270257,306.54767,186.23465,0.55882686,306.07465,164.04633,0.4250401,367.88947,188.46956,0.41747537,364.9702,169.50092,0.34352106
0.1,2025-06-29T14:22:17.692384,3,139.81245,167.97412,0.5974144,133.00304,171.41225,0.5795836,134.09308,164.38013,0.458174,131.88686,176.41887,0.4363556,133.40022,160.00676,0.3984313,160.11517,186.32854,0.47187987,163.19308,152.88591,0.59974515,189.46887,197.88544,0.5659721,192.54372,141.5326,0.48060575,227.4205,206.01595,0.4851379,235.35953,139.43408,0.6013989,246.85332,186.03265,0.6021069,247.00188,162.72578,0.6117342,309.73282,185.15463,0.5535221,306.45343,163.10417,0.37022334,370.44513,187.90631,0.43723035,367.84497,166.46217,0.33980808
0.13333333333333333,2025-06-29T14:22:17.704546,4,134.90538,169.48578,0.5459141,128.27911,172.47005,0.35726124,128.2337,165.74596,0.5568145,128.2377,177.6136,0.5090385,129.79575,160.94383,0.6249801,156.01585,185.21915,0.35079613,160.37292,152.63791,0.5457955,188.2919,199.19582,0.5539978,194.4915,138.06012,0.5087348,228.77022,207.92787,0.52079386,218.97987,134.52287,0.43068868,250.5387,187.14699,0.53934866,249.75798,162.71118,0.58008236,309.8843,184.58699,0.41979852,312.36035,162.30817,0.45055136,377.2791,189.49257,0.5290637,370.96948,168.19693,0.38584343
0.16666666666666666,2025-06-29T14:22:17.718083,5,133.37187,171.84688,0.47153124,126.47453,174.25359,0.5076088,126.0773,167.34538,0.5694114,125.505615,179.14697,0.4293426,126.044525,161.85289,0.62883866,156.9682,188.8609,0.4632232,157.82549,153.22446,0.39931196,187.12465,199.43651,0.5962102,186.98409,138.01466,0.5543589,228.20364,208.37172,0.5242559,208.31175,133.80093,0.52888757,246.33574,186.02531,0.47912836,247.17868,163.27185,0.5966779,301.77728,186.82477,0.4266941,304.67615,162.32996,0.25126627,379.6645,190.8031,0.63273597,372.94003,168.69714,0.2984569
0.2,2025-06-29T14:22:17.733708,6,132.45709,172.23051,0.45710182,125.97008,174.88048,0.5736115,125.61522,167.93828,0.64019305,124.09671,179.59328,0.32628232,124.64491,163.26572,0.4870748,155.58531,187.69312,0.46352372,155.9353,155.58585,0.5562148,182.83023,200.32686,0.5670473,177.38455,137.6753,0.53723466,228.77104,209.61407,0.5292103,187.10432,131.59628,0.46161303,249.34462,187.38177,0.5464527,249.40292,163.01848,0.60245925,301.43988,186.23422,0.3929504,310.8751,164.92493,0.41001981,376.6009,191.7585,0.56626433,377.60254,168.30081,0.3540471
0.23333333333333334,2025-06-29T14:22:17.746347,7,128.61885,173.56216,0.44283345,123.49249,177.19911,0.5949596,122.58287,170.446,0.49821532,122.33161,181.34383,0.4769675,121.56643,164.22916,0.3444973,156.25366,188.83873,0.5583011,154.42645,155.6142,0.644346,186.51138,201.06316,0.57023185,179.40239,132.69403,0.39426044,227.2789,208.74747,0.3211681,175.97916,133.18304,0.43659943,254.95949,185.62895,0.5339451,255.98837,161.18118,0.6080053,309.84015,185.97748,0.5739124,314.44464,163.90189,0.51424474,377.1198,192.10751,0.6029611,378.5595,168.50061,0.42832777
0.26666666666666666,2025-06-29T14:22:17.759166,8,129.09285,175.55016,0.5312338,123.94912,179.34648,0.5934558,122.7502,172.10193,0.4858087,123.209,183.59688,0.6130781,122.55118,165.65579,0.46613824,157.17952,188.99055,0.5268156,153.73154,155.26213,0.47982326,184.04437,200.21051,0.57401156,173.87607,137.44064,0.4055049,224.9687,207.47968,0.4582085,169.76825,136.75183,0.5001677,247.39044,186.93661,0.39527428,250.59172,162.35406,0.5623471,304.79303,186.31439,0.53132755,304.784,164.17407,0.4061609,378.8412,191.05754,0.58096176,379.2256,167.20662,0.3392908
0.3,2025-06-29T14:22:17.772324,9,128.45717,177.22232,0.51855314,122.08,181.08253,0.3847119,121.32022,173.55582,0.45659918,124.360916,185.85422,0.51777065,121.91634,167.09645,0.50407803,161.94984,192.065,0.6705216,153.78307,155.58414,0.5741373,192.00595,202.22523,0.35528022,167.62753,130.90495,0.35114962,230.6182,209.31822,0.4469782,167.14287,134.60541,0.628238,261.34555,186.18286,0.54504293,261.1639,160.37068,0.63820577,308.93936,186.32251,0.62242657,312.47604,164.64041,0.55251724,389.9698,190.05556,0.5197126,381.18378,166.12169,0.37201715
